Price,Close,High,Low,Open,Volume
Ticker,PAH3.DE,PAH3.DE,PAH3.DE,PAH3.DE,PAH3.DE
Date,,,,,
2024-06-28,39.99999237060547,40.26533475076286,39.74412844061595,39.848369702645336,584456
2024-07-01,40.113712310791016,40.65386829440458,40.047374004147464,40.53067374630881,468120
2024-07-02,40.018943786621094,40.08527847481945,39.61145720770582,39.99051566738448,727339
2024-07-03,40.45486068725586,40.777059311033355,40.189521920016595,40.189521920016595,708989
2024-07-04,40.6633415222168,41.051874821649584,40.51171885938862,40.6822948069415,380643
2024-07-05,40.57805252075195,41.12768691893982,40.45485798064617,40.72020034510243,367796
2024-07-08,40.57805252075195,40.8339164356012,40.31271377126503,40.492764549135536,343255
2024-07-09,40.43590545654297,40.59700656816662,40.14213858265126,40.33166781369168,552044
2024-07-10,40.53067398071289,40.89077917686108,40.142140663674176,40.50224585982237,568260
2024-07-11,40.98554229736328,41.06135544026636,40.55910240595748,40.701250241415956,597545
2024-07-12,41.18454360961914,41.393026123634066,40.928679691956106,41.0708275178698,509241
2024-07-15,41.13716506958008,41.269834455017815,40.84339456256108,41.19402492689752,363462
2024-07-16,40.75810623168945,41.061355186457725,40.52119558403614,40.976067208703746,475972
2024-07-17,40.61595916748047,40.90025120175971,40.22742587713932,40.55909931463688,440012
2024-07-18,40.99501419067383,41.35511936368076,40.68229403606548,40.843391530718705,673608
2024-07-19,40.30323791503906,40.7202029653138,40.113712290335535,40.710724515096885,707533
2024-07-22,40.46433639526367,40.81496311606382,40.369569974122186,40.369569974122186,883812
2024-07-23,39.28926086425781,39.81046356510658,38.83439285542782,39.66831934576761,1599568
2024-07-24,39.05234909057617,39.32716630099508,38.90072642533979,38.94810783041938,621756
2024-07-25,39.28926086425781,39.44088353386781,38.03837293623293,38.82491802012639,862838
2024-07-26,39.2513542175293,39.59250612723726,38.872299351719015,39.061828592108945,415276
2024-07-29,39.28926086425781,39.564078082603935,39.11868490907537,39.36507400654761,301762
2024-07-30,39.23240280151367,39.611457650459805,39.23240280151367,39.38402546408601,297868
2024-07-31,39.16606903076172,39.46931436301551,38.948108059170394,39.45036107787846,442303
2024-08-01,38.322662353515625,38.967059558769925,37.934129063433126,38.919678155583156,1007537
