Price,Close,High,Low,Open,Volume
Ticker,BAYN.DE,BAYN.DE,BAYN.DE,BAYN.DE,BAYN.DE
Date,,,,,
2024-06-28,26.2537784576416,26.51253466026316,26.00995177512875,26.05473653900984,2907526
2024-07-01,26.044784545898438,26.81110078450114,25.91540739177375,26.76133888043584,2693442
2024-07-02,25.731290817260742,26.084591788949226,24.905262204098467,25.880572730825484,5166449
2024-07-03,26.09952163696289,26.233875930325876,25.691483515589024,25.84574067231418,2303105
2024-07-04,26.07961654663086,26.288612744190733,25.92535749362768,26.014927021407264,1199233
2024-07-05,26.03980827331543,26.48267876173303,25.855692082899427,26.164210181218014,1721022
2024-07-08,25.930334091186523,26.248802672981988,25.706410276417063,25.860669326196575,1889845
2024-07-09,25.228708267211914,25.845740691003808,25.228708267211914,25.75617116203038,3471125
2024-07-10,26.0,26.03483238402736,25.17397136779493,25.283445659436676,3232553
2024-07-11,26.512535095214844,26.77129130208143,26.23387602491433,26.49760747308376,3450070
2024-07-12,26.806123733520508,26.92057326591489,26.37818084825822,26.771291349671024,3192136
2024-07-15,26.258756637573242,26.671770011310887,26.20401949085826,26.646890007773877,2313227
2024-07-16,25.930334091186523,26.204017910028096,25.7213378979942,25.910429330268688,2746880
2024-07-17,26.552345275878906,26.661819569477228,25.726316628910677,25.97512046110861,2975049
2024-07-18,26.84095573425293,27.164401463350032,26.661818576250756,26.801148109659955,2709990
2024-07-19,26.134353637695312,26.562296514383522,26.004974587512937,26.542391753090463,3696101
2024-07-22,27.17932891845703,27.268898446019566,26.34334792668836,26.368229827406577,4283967
2024-07-23,26.84095573425293,27.179329085294583,26.761338586844456,27.010142409773756,2614550
2024-07-24,26.84593391418457,27.00019107551687,26.119427178647182,26.437895780623975,3055122
2024-07-25,27.398277282714844,27.59731919935239,26.756362972924816,26.915597265523854,3542217
2024-07-26,27.333587646484375,27.467941936232645,27.05492668646324,27.423157172983224,2472083
2024-07-29,27.30373191833496,27.746602434381607,27.16440238022301,27.60229765486105,1874230
2024-07-30,27.46794319152832,27.666985116449005,27.134545072496746,27.38334890231453,2369288
2024-07-31,27.363445281982422,27.930717694566354,27.273875753866797,27.647081488274388,2882955
