Price,Close,High,Low,Open,Volume
Ticker,BEI.DE,BEI.DE,BEI.DE,BEI.DE,BEI.DE
Date,,,,,
2024-06-28,135.40396118164062,138.03171411222934,134.80899083134057,138.03171411222934,596557
2024-07-01,135.40396118164062,136.09808316984098,134.80899083134057,135.65186297247823,323738
2024-07-02,135.45355224609375,135.89977246875696,133.91655802960904,134.70984683141327,411901
2024-07-03,134.66026306152344,135.60228689129596,133.81739087499125,135.4535518610728,270399
2024-07-04,135.00730895996094,135.50311254061555,134.4123537416101,134.7098389161478,228871
2024-07-05,135.10647583007812,135.9493479701152,134.51150548055494,134.9081574238119,284015
2024-07-08,136.7426300048828,136.7426300048828,135.0569007518604,135.15606752645456,253039
2024-07-09,136.69305419921875,138.27961659002654,136.39556902259085,136.59388743010123,276510
2024-07-10,137.23843383789062,137.43676738739902,136.5938951941648,136.99053203173062,364139
2024-07-11,136.49472045898438,137.58549439476425,135.35437826944374,137.58549439476425,256923
2024-07-12,137.18885803222656,137.3871764400967,135.30479533064846,136.44515265466998,342299
2024-07-15,135.7510223388672,137.5855017477946,135.7510223388672,137.18886491216318,186358
2024-07-16,134.7098388671875,135.25521070112976,133.9661334964759,135.20564244766192,352668
2024-07-17,135.94935607910156,136.69306149500315,134.66026366539373,134.66026366539373,284215
2024-07-18,136.49472045898438,137.58549439476425,136.4451522052236,137.18885758033042,201217
2024-07-19,135.94935607910156,136.69306149500315,135.89977269189637,136.0980911099917,203841
2024-07-22,137.08969116210938,138.03171494684332,136.7922059851606,136.8417893697728,127651
2024-07-23,136.0485076904297,137.28801671663754,135.9989243032363,137.13928168578278,216327
2024-07-24,134.16445922851562,135.20564983051057,133.4703372040941,134.85858125293714,303435
2024-07-25,134.16445922851562,135.9989234980064,133.96614081164165,135.05689966981112,198174
2024-07-26,135.60227966308594,135.89976483840033,133.61906533528943,133.66864871962926,235426
2024-07-29,134.26361083984375,135.701453405972,134.01570903612858,135.25521805470441,243794
2024-07-30,134.412353515625,135.50311231279656,134.362770131498,134.461936899752,316070
2024-07-31,133.0736846923828,135.4039676905637,130.09886305933077,135.30480091717186,523950
