Price,Close,High,Low,Open,Volume
Ticker,SIE.DE,SIE.DE,SIE.DE,SIE.DE,SIE.DE
Date,,,,,
2024-06-28,169.74838256835938,172.32802580589853,168.82987063583698,170.99911777989715,1556755
2024-07-01,173.07064819335938,174.41910317395227,171.48768967523037,173.53968508831173,1041900
2024-07-02,170.8427734375,172.28894815105704,170.002434313113,171.8394581919915,829180
2024-07-03,172.7188720703125,173.42241247874063,170.29557450235984,172.07397245420304,1114131
2024-07-04,173.28561401367188,173.67647807995152,172.38664902613803,172.8947648573318,506141
2024-07-05,173.07064819335938,176.29520602394146,172.34757573936963,174.22367858935883,787561
2024-07-08,173.1097412109375,175.00539098311148,172.8752227646065,172.95339558005014,630076
2024-07-09,169.29888916015625,172.5820727509737,168.59534875427113,172.44527405593712,1056053
2024-07-10,172.34756469726562,172.85566560266713,169.24025883453297,169.5529500778008,782899
2024-07-11,174.80995178222656,175.005391276133,172.2694023707835,173.8719078152119,749948
2024-07-12,179.94970703125,180.67277948582102,174.49727613005143,175.396241147856,1296935
2024-07-15,176.74468994140625,179.83243405621394,176.64697019748226,179.24616032248872,767790
2024-07-16,177.4091339111328,177.62410541669112,175.33760657750477,175.96297416369094,509570
2024-07-17,174.32138061523438,177.48731251037236,173.12927128551857,176.4906277620982,695409
2024-07-18,166.6215362548828,173.14880938368015,166.6215362548828,173.14880938368015,1700598
2024-07-19,166.54336547851562,169.04483580776864,166.0743435192655,166.30884704392093,1379865
2024-07-22,169.29888916015625,171.19453886990567,167.6768517504195,168.06770090482703,832841
2024-07-23,169.65066528320312,172.0153370427467,168.96667178415169,169.31844199936958,664633
2024-07-24,167.5205078125,169.84610056149242,166.66062177221244,167.46188192974213,1060941
2024-07-25,164.96041870117188,165.4685196471136,162.30260256109096,164.17870544057038,1071524
2024-07-26,165.9375457763672,166.56291336225993,164.1786947816878,164.9017672000998,899465
2024-07-29,164.0028076171875,167.42278997648506,163.76830408348286,167.0905666971103,815974
2024-07-30,164.64772033691406,165.25354100554873,163.5924097170752,164.27640319939493,892748
2024-07-31,165.54669189453125,166.77788021153245,164.53047509620427,165.60531777963507,1213408
2024-08-01,160.7782440185547,164.7454359360631,160.17242336516412,163.22108847247057,1218758
